INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
Carmustine,Expert Validated Synonym,DTXSID8022743,"N,N'-Bis(2-chloroethyl)-N-nitrosourea",ClCCNC(=O)N(CCCl)N=O
Ifosfamide,Approved Name,DTXSID7020760,Ifosfamide,ClCCNP1(=O)OCCCN1CCCl
Terramycin,Synonym from Valid Source,DTXSID1034260,Oxytetracycline,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O
Tigecycline,Approved Name,DTXSID2048581,Tigecycline,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C(O)=C(NC(=O)CNC(C)(C)C)C=C4N(C)C)C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O
KISQALI,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID201021027,Ribociclib,CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(C=N3)N3CCNCC3)N=C2N1C1CCCC1
Vraylar,Synonym,DTXSID80232867,Cariprazine,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)C2=C(Cl)C(Cl)=CC=C2)CC1
Gilotrif,Expert Validated Synonym,DTXSID20893451,Afatinib,CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1
Desvenlafaxine,Expert Validated Synonym,DTXSID40869118,O-Desmethylvenlafaxine,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1
Escitalopram,Approved Name,DTXSID8048440,Escitalopram,CN(C)CCC[C@]1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1
Zolmitriptan,Approved Name,DTXSID8045933,Zolmitriptan,CN(C)CCC1=CNC2=C1C=C(C[C@H]1COC(=O)N1)C=C2
almotriptan,Approved Name,DTXSID5044289,Almotriptan,CN(C)CCC1=CNC2=CC=C(CS(=O)(=O)N3CCCC3)C=C12
citalopram,Approved Name,DTXSID8022826,Citalopram,CN(C)CCCC1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1
Citalopram,Approved Name,DTXSID8022826,Citalopram,CN(C)CCCC1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1
Imipramine Pamoate,Approved Name,DTXSID80143484,Imipramine pamoate,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12.CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12.OC(=O)C1=CC2=CC=CC=C2C(CC2=C(O)C(=CC3=CC=CC=C23)C(O)=O)=C1O
Dacarbazine,Approved Name,DTXSID0020369,Dacarbazine,CN(C)N=NC1=C(NC=N1)C(N)=O
Thiothixene,Approved Name,DTXSID6023658,Thiothixene,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3C2=CCCN2CCN(C)CC2)C=C1
Terbinafine,Approved Name,DTXSID2023640,Terbinafine,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=C1C=CC=C2
Dofetilide,Approved Name,DTXSID5046433,Dofetilide,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1
Zanosar,Synonym from Valid Source,DTXSID2021282,Streptozotocin,CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
Vancomycin,Approved Name,DTXSID0042664,Vancomycin,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC=C(O)C(=C3)C3=C(C=C(O)C=C3O)[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2
Sertraline,Approved Name,DTXSID6023577,Sertraline,CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=C1C=CC=C2
METHSCOPOLAMINE BROMIDE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID6023573,Scopolamine,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1
Celontin,Expert Validated Synonym,DTXSID5023293,Methsuximide,CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1
meloxicam,Approved Name,DTXSID1020803,Meloxicam,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=CC=CC=C2S1(=O)=O
Piroxicam,Approved Name,DTXSID5021170,Piroxicam,CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O
Renese,Expert Validated Synonym,DTXSID6025939,Polythiazide,CN1C(CSCC(F)(F)F)NC2=C(C=C(C(Cl)=C2)S(N)(=O)=O)S1(=O)=O
Asenapine,Approved Name,DTXSID8049048,Asenapine,CN1C[C@@H]2[C@@H](C1)C1=CC(Cl)=CC=C1OC1=CC=CC=C21
Ayvakit,Synonym,DTXSID301027935,Avapritinib,CN1C=C(C=N1)C1=CN2N=CN=C(N3CCN(CC3)C3=NC=C(C=N3)[C@@](C)(N)C3=CC=C(F)C=C3)C2=C1
Deferiprone,Approved Name,DTXSID6040666,Deferiprone,CN1C=CC(=O)C(O)=C1C
Methimazole,Approved Name,DTXSID4020820,Methimazole,CN1C=CNC1=S
Azathioprine,Approved Name,DTXSID4020119,Azathioprine,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O
PENTOXIFYLLINE,Expert Validated Synonym,DTXSID7023437,"3,7-Dihydro-3,7-dimethyl-1-(5-oxohexyl)-1H-Purine-2,6-dione",CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C
Diazepam,Approved Name,DTXSID4020406,Diazepam,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
ONDANSETRON,Approved Name,DTXSID8023393,Ondansetron,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2
Ondansetron,Approved Name,DTXSID8023393,Ondansetron,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2
Dimenhydrinate,Approved Name,DTXSID9025087,Dimenhydrinate,CN1C2=C(NC(Cl)=N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
Aminophylline,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID5021336,Theophylline,CN1C2=C(NC=N2)C(=O)N(C)C1=O
THEOPHYLLINE,Approved Name,DTXSID5021336,Theophylline,CN1C2=C(NC=N2)C(=O)N(C)C1=O
Temazepam,Approved Name,DTXSID8021309,Temazepam,CN1C2=CC=C(Cl)C=C2C(=NC(O)C1=O)C1=CC=CC=C1
Clobazam,Approved Name,DTXSID2046759,Clobazam,CN1C2=CC=C(Cl)C=C2N(C2=CC=CC=C2)C(=O)CC1=O
Tadalafil,Approved Name,DTXSID9046786,Tadalafil,CN1CC(=O)N2[C@H](CC3=C(NC4=C3C=CC=C4)[C@H]2C2=CC=C3OCOC3=C2)C1=O
Eszopiclone,Approved Name,DTXSID8046086,Eszopiclone,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1
Clozapine,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID401020663,"8-Chloro-11-(4-methyl-1-piperazinyl)-10H-dibenzo[b,e][1,4]diazepine",CN1CCN(CC1)C1=C2C=CC=CC2=NC2=C(N1)C=C(Cl)C=C2
Rozlytrek,Synonym,DTXSID101026450,Entrectinib,CN1CCN(CC1)C1=CC(NC2CCOCC2)=C(C=C1)C(=O)NC1=NNC2=C1C=C(CC1=CC(F)=CC(F)=C1)C=C2
OLANZAPINE,Approved Name,DTXSID9023388,Olanzapine,CN1CCN(CC1)C1=NC2=C(NC3=C1C=C(C)S3)C=CC=C2
Clozapine,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID5022855,Clozapine,CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2
Loxapine,Approved Name,DTXSID7023229,Loxapine,CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2
Mirtazapine,Approved Name,DTXSID0023325,Mirtazapine,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1
methazolamide,Approved Name,DTXSID1023281,Methazolamide,CN1N=C(SC1=NC(C)=O)S(N)(=O)=O
Talzenna,Synonym,DTXSID001025928,Talazoparib,CN1N=CN=C1[C@@H]1[C@H](NC2=C3C1=NNC(=O)C3=CC(F)=C2)C1=CC=C(F)C=C1
TEMODAR,Synonym,DTXSID5043714,Temozolomide,CN1N=NC2=C(N=CN2C1=O)C(N)=O
TABRECTA,Synonym,DTXSID90145595,Capmatinib,CNC(=O)C1=C(F)C=C(C=C1)C1=NN2C(CC3=CC4=C(C=C3)N=CC=C4)=CN=C2N=C1
Cimetidine,Approved Name,DTXSID4020329,Cimetidine,CNC(NCCSCC1=C(C)NC=N1)=NC#N
Cimetidine,Approved Name,DTXSID4020329,Cimetidine,CNC(NCCSCC1=C(C)NC=N1)=NC#N
Ranitidine,Approved Name,DTXSID8045191,Ranitidine,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O
Ranitidine,Approved Name,DTXSID8045191,Ranitidine,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O
NIZATIDINE,Approved Name,DTXSID5023376,Nizatidine,CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O
Vizamyl,Synonym,DTXSID80227394,Flutemetamol F 18,CNC1=C([18F])C=C(C=C1)C1=NC2=C(S1)C=C(O)C=C2
Amyvid,Synonym,DTXSID80241898,Florbetapir F-18,CNC1=CC=C(\C=C\C2=CN=C(OCCOCCOCC[18F])C=C2)C=C1
CRESEMBA,Expert Validated Synonym,DTXSID70225203,Isavuconazonium,CNCC(=O)OCC1=C(N=CC=C1)N(C)C(=O)OC(C)[N+]1=CN(CC(O)([C@@H](C)C2=NC(=CS2)C2=CC=C(C=C2)C#N)C2=C(F)C=CC(F)=C2)N=C1
Duloxetine,Approved Name,DTXSID6048385,Duloxetine,CNCC[C@H](OC1=C2C=CC=CC2=CC=C1)C1=CC=CS1
Rubraca,Synonym,DTXSID10182563,Rucaparib,CNCC1=CC=C(C=C1)C1=C2CCNC(=O)C3=C2C(N1)=CC(F)=C3
Fluoxetine,Approved Name,DTXSID7023067,Fluoxetine,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
Naratriptan,Approved Name,DTXSID7023354,Naratriptan,CNS(=O)(=O)CCC1=CC=C2NC=C(C3CCN(C)CC3)C2=C1
Torisel,Synonym,DTXSID2040945,Temsirolimus,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OC(=O)C(C)(CO)CO
Cefotetan,Approved Name,DTXSID1022762,Cefotetan,CO[C@]1(NC(=O)C2SC(S2)=C(C(N)=O)C(O)=O)[C@H]2SCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O
Cefotetan,Approved Name,DTXSID1022762,Cefotetan,CO[C@]1(NC(=O)C2SC(S2)=C(C(N)=O)C(O)=O)[C@H]2SCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O
Cefoxitin,Approved Name,DTXSID1022764,Cefoxitin,CO[C@]1(NC(=O)CC2=CC=CS2)[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O
Rifabutin,Approved Name,DTXSID0033960,Rifabutin,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC(C)C)CC3)N=C21
Priftin,Synonym from Valid Source,DTXSID8041115,Rifapentine,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(CC1)C1CCCC1)=C2O
XIFAXAN,Synonym from Valid Source,DTXSID7045998,Rifaximin,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C1=C2N=C2C=C(C)C=CN12
Jevtana,Synonym,DTXSID40171389,Cabazitaxel,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C4=CC=CC=C4)C(C)=C([C@@H](OC)C(=O)[C@]12C)C3(C)C
Cefditoren Pivoxil,Synonym,DTXSID2048743,Cefditorin pivoxil,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(\C=C/C3=C(C)N=CS3)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)C1=CSC(N)=N1
Moxidectin,Approved Name,DTXSID5037577,Moxidectin,CO\N=C1/C[C@]2(C[C@@H]3C[C@@H](C\C=C(C)\C[C@@H](C)\C=C\C=C4/CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@@H]([C@H]1C)C(\C)=C\C(C)C
Ambrisentan,Approved Name,DTXSID4046282,Ambrisentan,COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1
Clopidogrel,Approved Name,DTXSID6022848,Clopidogrel,COC(=O)[C@@H](N1CCC2=C(C1)C=CS2)C1=CC=CC=C1Cl
DIMETHYL FUMARATE,Approved Name,DTXSID4060787,Dimethyl fumarate,COC(=O)\C=C\C(=O)OC
SYNRIBO,Synonym,DTXSID0045678,Omacetaxine mepesuccinate,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2C3=C(CCN4CCCC24C=C1OC)C=C1OCOC1=C3
Nifedipine,Approved Name,DTXSID2025715,Nifedipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC
Isradipine,Approved Name,DTXSID4023179,Isradipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C
ATAZANAVIR,Approved Name,DTXSID9048691,Atazanavir,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=NC=CC=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
VERMOX,Synonym,DTXSID4040682,Mebendazole,COC(=O)NC1=NC2=C(N1)C=CC(=C2)C(=O)C1=CC=CC=C1
ACITRETIN,Approved Name,DTXSID6022553,Acitretin,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1
mycophenolate mofetil,Approved Name,DTXSID3023340,Mycophenolate mofetil,COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C\C=C(/C)CCC(=O)OCCN1CCOCC1
Mycophenolic Acid,Approved Name,DTXSID4041070,Mycophenolic acid,COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C\C=C(/C)CCC(O)=O
Mycophenolic Acid,Approved Name,DTXSID4041070,Mycophenolic acid,COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C\C=C(/C)CCC(O)=O
GLYBURIDE,Synonym from Valid Source,DTXSID0037237,Glybenclamide,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
Stendra,Synonym,DTXSID50186727,Avanafil,COC1=C(Cl)C=C(CNC2=NC(=NC=C2C(=O)NCC2=NC=CC=N2)N2CCC[C@H]2CO)C=C1
Alunbrig,Synonym,DTXSID501027929,Brigatinib,COC1=C(NC2=NC=C(Cl)C(NC3=C(C=CC=C3)P(C)(C)=O)=N2)C=CC(=C1)N1CCC(CC1)N1CCN(C)CC1
TAGRISSO,Synonym,DTXSID501025961,Osimertinib,COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=CC=CC=C23)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C
Terazosin,Approved Name,DTXSID3023639,Terazosin,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1
FOTIVDA,Expert Validated Synonym,DTXSID20963865,Tivozanib,COC1=C(OC)C=C2C(OC3=CC(Cl)=C(NC(=O)NC4=NOC(C)=C4)C=C3)=CC=NC2=C1
Ranolazine,Approved Name,DTXSID3045196,Ranolazine,COC1=C(OCC(O)CN2CCN(CC(=O)NC3=C(C)C=CC=C3C)CC2)C=CC=C1
ALIQOPA,Expert Validated Synonym,DTXSID00145728,Copanlisib,COC1=C(OCCCN2CCOCC2)C=CC2=C1N=C(NC(=O)C1=CN=C(N)N=C1)N1CCN=C21
CARVEDILOL,Approved Name,DTXSID8022747,Carvedilol,COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=C(N3)C=CC=C2)C=CC=C1
Nelarabine,Approved Name,DTXSID6046842,Nelarabine,COC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O)C2=NC(N)=N1
BALVERSA,Synonym,DTXSID001027936,Erdafitinib,COC1=CC(=CC(OC)=C1)N(CCNC(C)C)C1=CC=C2N=CC(=NC2=C1)C1=CN(C)N=C1
ETOPOPHOS,Synonym,DTXSID9048645,Etoposide phosphate,COC1=CC(=CC(OC)=C1OP(O)(O)=O)[C@H]1[C@@H]2C(COC2=O)C(O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)C2=CC3=C(OCO3)C=C12
Trimethoprim,Approved Name,DTXSID3023712,Trimethoprim,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC
BOSULIF,Expert Validated Synonym,DTXSID10861568,"4-[(2,4-Dichloro-5-methoxyphenyl)amino]-6-methoxy-7-[3-(4-methyl-1-piperazinyl)propoxy]-3-quinolinecarbonitrile",COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl
Cartia XT,Synonym from Valid Source,DTXSID9022940,(+)-Diltiazem,COC1=CC=C(C=C1)[C@@H]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O
ELIQUIS,Synonym,DTXSID80436500,Apixaban,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O
Prilosec,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID701019825,Omeprazole magnesium,COC1=CC=C2C([N-]C3=[N]2[Mg++]2([O]=S3CC3=C(C)C(OC)=C(C)C=N3)[O]=S(CC3=C(C)C(OC)=C(C)C=N3)C3=[N]2C2=CC=C(OC)C=C2[N-]3)=C1
Bosentan,Approved Name,DTXSID7046627,Bosentan,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1
Bosentan,Approved Name,DTXSID7046627,Bosentan,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1
Methocarbamol,Approved Name,DTXSID6023286,Methocarbamol,COC1=CC=CC=C1OCC(O)COC(N)=O
colchicine,Approved Name,DTXSID5024845,Colchicine,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O
Colchicine,Approved Name,DTXSID5024845,Colchicine,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O
Indomethacin,Expert Validated Synonym,DTXSID9020740,1-(p-Chlorobenzoyl)-5-methoxy-2-methyl-Indole-3-acetic acid,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O
Indomethacin,Expert Validated Synonym,DTXSID9020740,1-(p-Chlorobenzoyl)-5-methoxy-2-methyl-Indole-3-acetic acid,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O
YONDELIS,Synonym,DTXSID2046880,Trabectedin,COC1=CC2=C(CCN[C@]22CS[C@H]3[C@H]4[C@@H]5N(C)[C@@H](CC6=C5C(O)=C(OC)C(C)=C6)[C@H](O)N4[C@@H](COC2=O)C2=C3C(OC(C)=O)=C(C)C3=C2OCO3)C=C1O
Prilosec,Synonym from Valid Source - WARNING: Synonym mapped to two or more chemicals,DTXSID6021080,Omeprazole,COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1
Omeprazole,Approved Name,DTXSID6021080,Omeprazole,COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1
CAPRELSA,Synonym,DTXSID1046681,Vandetanib,COC1=CC2=C(NC3=CC=C(Br)C=C3F)N=CN=C2C=C1OCC1CCN(C)CC1
Naproxen Sodium,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID4040686,Naproxen,COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C(O)=O
Naproxen,Approved Name,DTXSID4040686,Naproxen,COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C(O)=O
Nabumetone,Approved Name,DTXSID4045472,Nabumetone,COC1=CC2=CC=C(CCC(C)=O)C=C2C=C1
COMETRIQ,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID10233968,Cabozantinib,COC1=CC2=NC=CC(OC3=CC=C(NC(=O)C4(CC4)C(=O)NC4=CC=C(F)C=C4)C=C3)=C2C=C1OC
RETEVMO,Synonym,DTXSID901026442,Selpercatinib,COC1=NC=C(CN2C3CC2CN(C3)C2=NC=C(C=C2)C2=CC(OCC(C)(C)O)=CN3N=CC(C#N)=C23)C=C1
CEFPODOXIME PROXETIL,Approved Name,DTXSID1022766,Cefpodoxime proxetil,COCC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N/OC)\C1=CSC(N)=N1)C2=O)C(=O)OC(C)OC(=O)OC(C)C
Metoprolol Succinate,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID2023309,Metoprolol,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
METOPROLOL SUCCINATE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID2023309,Metoprolol,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
Nimodipine,Approved Name,DTXSID5023370,Nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C
Erlotinib,Approved Name,DTXSID8046454,Erlotinib,COCCOC1=CC2=NC=NC(NC3=CC=CC(=C3)C#C)=C2C=C1OCCOC
Cefuroxime axetil,Approved Name,DTXSID0022775,Cefuroxime axetil,CON=C(C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(=O)OC(C)OC(C)=O)C1=CC=CO1
NEOSTIGMINE METHYLSULFATE,Approved Name,DTXSID40199003,Neostigmine methylsulfate,COS([O-])(=O)=O.CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
ERIVEDGE,Expert Validated Synonym,DTXSID40236689,Vismodegib,CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)NC1=CC(=C(Cl)C=C1)C1=CC=CC=N1
Busulfan,Approved Name,DTXSID3020910,Busulfan,CS(=O)(=O)OCCCCOS(C)(=O)=O
Trovan,Synonym,DTXSID0045701,Trovafloxacin mesylate,CS(O)(=O)=O.[H][C@@]12CN(C[C@]1([H])[C@H]2N)C1=C(F)C=C2C(=O)C(=CN(C3=CC=C(F)C=C3F)C2=N1)C(O)=O
ANZEMET,Synonym,DTXSID3046827,Dolasetron mesylate,CS(O)(=O)=O.[H][C@]12C[C@@H](C[C@]3([H])CC(C1)C(=O)CN23)OC(=O)C1=CNC2=C1C=CC=C2
Xadago,Synonym,DTXSID80942414,Safinamide mesylate,CS(O)(=O)=O.C[C@H](NCC1=CC=C(OCC2=CC=CC(F)=C2)C=C1)C(N)=O
Deferoxamine mesylate,Approved Name,DTXSID6037649,Deferoxamine mesylate,CS(O)(=O)=O.CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
Bromocriptine Mesylate,Approved Name,DTXSID6020197,Bromocriptine mesylate,CS(O)(=O)=O.CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C
Phentolamine Mesylate,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID60215315,Phentolamine mesylate,CS(O)(=O)=O.CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1
ziprasidone mesylate,Approved Name,DTXSID80939920,Ziprasidone mesylate,CS(O)(=O)=O.ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1
Imatinib Mesylate,Approved Name,DTXSID9040502,Imatinib mesylate,CS(O)(=O)=O.CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CC=CN=C3)=C(C)C=C2)CC1
FACTIVE,Expert Validated Synonym,DTXSID7045948,Gemifloxacin mesylate,CS(O)(=O)=O.CO\N=C1/CN(CC1CN)C1=NC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O
Vyvanse,Synonym,DTXSID60209653,Lisdexamfetamine dimesylate,CS(O)(=O)=O.CS(O)(=O)=O.C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN
Juxtapid,Synonym,DTXSID60174170,Lomitapide mesylate,CS(O)(=O)=O.FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)C2=CC=CC=C2C2=CC=C(C=C2)C(F)(F)F)C2=CC=CC=C2C2=CC=CC=C12
PEXEVA,Expert Validated Synonym,DTXSID10944385,Paroxetine methanesulfonate,CS(O)(=O)=O.FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC=C2OCOC2=C1
Fexinidazole,Approved Name,DTXSID00208448,Fexinidazole,CSC1=CC=C(OCC2=NC=C(N2C)[N+]([O-])=O)C=C1
EGATEN,Synonym,DTXSID7043952,Triclabendazole,CSC1=NC2=C(N1)C=C(OC1=CC=CC(Cl)=C1Cl)C(Cl)=C2
