INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
OSILODROSTAT PHOSPHATE,Approved Name,DTXSID401027857,Osilodrostat phosphate,OP(O)(O)=O.[H][C@@]1(CCC2=CN=CN12)C1=C(F)C=C(C=C1)C#N
anhydrous tacrolimus,Synonym,DTXSID5046354,Tacrolimus,[H][C@]12O[C@](O)([C@H](C)C[C@@H]1OC)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@H]([C@H](C)[C@@H](O)CC(=O)[C@H](CC=C)\C=C(C)\C[C@H](C)C[C@@H]2OC)C(\C)=C\[C@@H]1CC[C@@H](O)[C@@H](C1)OC
OPICAPONE,Approved Name,DTXSID601026417,Opicapone,CC1=C(Cl)C(C)=[N+]([O-])C(Cl)=C1C1=NOC(=N1)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O
RIFAPENTINE,Approved Name,DTXSID8041115,Rifapentine,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(CC1)C1CCCC1)=C2O
PROCARBAZINE HYDROCHLORIDE,Approved Name,DTXSID3021190,Procarbazine hydrochloride,Cl.CNNCC1=CC=C(C=C1)C(=O)NC(C)C
Amlodipine Benzoate,Searched by Synonym: Found 0 results,N/A,N/A,N/A
GEMIFLOXACIN MESYLATE,Approved Name,DTXSID7045948,Gemifloxacin mesylate,CS(O)(=O)=O.CO\N=C1/CN(CC1CN)C1=NC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O
LOMITAPIDE MESYLATE,Approved Name,DTXSID60174170,Lomitapide mesylate,CS(O)(=O)=O.FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)C2=CC=CC=C2C2=CC=C(C=C2)C(F)(F)F)C2=CC=CC=C2C2=CC=CC=C12
PHENOXYBENZAMINE HYDROCHLORIDE,Approved Name,DTXSID0021127,Phenoxybenzamine hydrochloride,Cl.CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1
DAROLUTAMIDE,Approved Name,DTXSID101027953,Darolutamide,C[C@@H](CN1C=CC(=N1)C1=CC=C(C#N)C(Cl)=C1)NC(=O)C1=NNC(=C1)C(C)O
OLAPARIB,Approved Name,DTXSID60917988,Olaparib,FC1=C(C=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1)C(=O)N1CCN(CC1)C(=O)C1CC1
SOFOSBUVIR,Approved Name,DTXSID701027632,Sofosbuvir,[H][C@]1(O[C@H](CO[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)OC2=CC=CC=C2)[C@@H](O)[C@@]1(C)F)N1C=CC(=O)NC1=O
Azilsartan kamedoxomil,Approved Name,DTXSID70235483,Azilsartan kamedoxomil,[K+].CCOC1=NC2=CC=CC(C(=O)OCC3=C(C)OC(=O)O3)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)[N-]1
Urea C-14,Searched by Synonym: Found 0 results,N/A,N/A,N/A
UREA C-13,Synonym,DTXSID20973641,(~13~C)Carbamimidic acid,N[13C](O)=N
SONIDEGIB PHOSPHATE,Synonym,DTXSID90669468,"Phosphoric acid--N-{6-[(2R,6S)-2,6-dimethylmorpholin-4-yl]pyridin-3-yl}-2-methyl-4'-(trifluoromethoxy)[1,1'-biphenyl]-3-carboxamide (2/1)",OP(O)(O)=O.OP(O)(O)=O.C[C@H]1CN(C[C@@H](C)O1)C1=NC=C(NC(=O)C2=CC=CC(=C2C)C2=CC=C(OC(F)(F)F)C=C2)C=C1
Tepotinib Hydrochloride,Searched by Synonym: Found 0 results,N/A,N/A,N/A
DICHLORPHENAMIDE,Approved Name,DTXSID1022922,Dichlorphenamide,NS(=O)(=O)C1=CC(Cl)=C(Cl)C(=C1)S(N)(=O)=O
ILOPERIDONE,Approved Name,DTXSID6049060,Iloperidone,COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O
ANAGRELIDE HYDROCHLORIDE ANHYDROUS,Searched by Synonym: Found 0 results,N/A,N/A,N/A
maralixibat chloride,Approved Name,DTXSID701337104,Maralixibat chloride,[Cl-].CCCCC1(CCCC)CS(=O)(=O)C2=CC=C(C=C2[C@H]([C@H]1O)C1=CC=C(OCC2=CC=C(C[N+]34CCN(CC3)CC4)C=C2)C=C1)N(C)C
LOFEXIDINE HYDROCHLORIDE,Approved Name,DTXSID0020781,Lofexidine hydrochloride,Cl.CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1
naldemedine tosylate,Approved Name,DTXSID10158809,Naldemedine tosylate,CC1=CC=C(C=C1)S(O)(=O)=O.CC(C)(NC(=O)C1=C(O)[C@@H]2OC3=C(O)C=CC4=C3[C@@]22CCN(CC3CC3)[C@H](C4)[C@]2(O)C1)C1=NC(=NO1)C1=CC=CC=C1
APREMILAST,Approved Name,DTXSID30976289,Apremilast,CCOC1=C(OC)C=CC(=C1)[C@@H](CS(C)(=O)=O)N1C(=O)C2=CC=CC(NC(C)=O)=C2C1=O
SAQUINAVIR MESYLATE,Approved Name,DTXSID9023835,Saquinavir mesylate,CS(O)(=O)=O.CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC2=C(C=CC=C2)C=C1
FEDRATINIB HYDROCHLORIDE,Approved Name,DTXSID901026309,Fedratinib hydrochloride,O.Cl.Cl.CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC1=CC(=CC=C1)S(=O)(=O)NC(C)(C)C
ENASIDENIB MESYLATE,Approved Name,DTXSID501027943,Enasidenib mesylate,CS(O)(=O)=O.CC(C)(O)CNC1=NC(NC2=CC=NC(=C2)C(F)(F)F)=NC(=N1)C1=CC=CC(=N1)C(F)(F)F
VILAZODONE HYDROCHLORIDE,Synonym,DTXSID80936833,5-{4-[4-(5-Cyano-1H-indol-3-yl)butyl]piperazin-1-yl}-1-benzofuran-2-carboximidic acid--hydrogen chloride (1/1),Cl.OC(=N)C1=CC2=CC(=CC=C2O1)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1
adefovir dipivoxil,Approved Name,DTXSID5046487,Adefovir dipivoxil,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C1N=CN=C2N)OCOC(=O)C(C)(C)C
DOLASETRON MESYLATE,Approved Name,DTXSID3046827,Dolasetron mesylate,CS(O)(=O)=O.[H][C@]12C[C@@H](C[C@]3([H])CC(C1)C(=O)CN23)OC(=O)C1=CNC2=C1C=CC=C2
CAPMATINIB,Approved Name,DTXSID90145595,Capmatinib,CNC(=O)C1=C(F)C=C(C=C1)C1=NN2C(CC3=CC4=C(C=C3)N=CC=C4)=CN=C2N=C1
SITAGLIPTIN PHOSPHATE,Approved Name,DTXSID10215789,Sitagliptin phosphate,OP(O)(O)=O.N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F
IVABRADINE HYDROCHLORIDE,Approved Name,DTXSID2046913,Ivabradine hydrochloride,Cl.COC1=C(OC)C=C2[C@@H](CN(C)CCCN3CCC4=CC(OC)=C(OC)C=C4CC3=O)CC2=C1
FERRIC FERROCYANIDE,Synonym from Valid Source,DTXSID9047756,Ferric hexacyanoferrate (II),[Fe++].[Fe++].[Fe++].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N
VORTIOXETINE HYDROBROMIDE,Approved Name,DTXSID501027850,Vortioxetine hydrobromide,Br.CC1=CC(C)=C(SC2=CC=CC=C2N2CCNCC2)C=C1
FOSTAMATINIB,Approved Name,DTXSID401009170,Fostamatinib,COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(OC(C)(C)C(=O)N4COP(O)(O)=O)C=C3)=N2)=CC(OC)=C1OC
NITAZOXANIDE,Approved Name,DTXSID5033757,Nitazoxanide,CC(=O)OC1=C(C=CC=C1)C(=O)NC1=NC=C(S1)[N+]([O-])=O
LISDEXAMFETAMINE DIMESYLATE,Approved Name,DTXSID60209653,Lisdexamfetamine dimesylate,CS(O)(=O)=O.CS(O)(=O)=O.C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN
TASIMELTEON,Approved Name,DTXSID70209826,Tasimelteon,CCC(=O)NC[C@@H]1C[C@H]1C1=C2CCOC2=CC=C1
DABIGATRAN ETEXILATE MESYLATE,Approved Name,DTXSID20236248,Dabigatran etexilate mesylate,CS(O)(=O)=O.CCCCCCOC(=O)\N=C(/N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C3=CC=CC=N3)N2C)C=C1
TECOVIRIMAT MONOHYDRATE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
GEFITINIB,Approved Name,DTXSID8041034,Gefitinib,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1
Octreotide,Approved Name,DTXSID0048682,Octreotide,[H][C@]1(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@H](CO)[C@@H](C)O)NC(=O)[C@H](N)CC1=CC=CC=C1)[C@@H](C)O
treprostinil,Approved Name,DTXSID901021654,Treprostinil,[H]O[C@@H](CCCCC)CC[C@H]1[C@H](O[H])C[C@]2([H])CC3=C(C[C@]12[H])C=CC=C3OCC(=O)O[H]
Amifampridine,Searched by Synonym: Found 0 results,N/A,N/A,N/A
RIOCIGUAT,Approved Name,DTXSID50978109,Riociguat,COC(=O)N(C)C1=C(N)N=C(N=C1N)C1=NN(CC2=CC=CC=C2F)C2=C1C=CC=N2
SIPONIMOD,Approved Name,DTXSID40153847,Siponimod,CCC1=C(CN2CC(C2)C(O)=O)C=CC(=C1)C(\C)=N\OCC1=CC(=C(C=C1)C1CCCCC1)C(F)(F)F
MILNACIPRAN HYDROCHLORIDE; milnacipran hydrochloride,Searched by Synonym: Found 0 results,N/A,N/A,N/A
SAPROPTERIN DIHYDROCHLORIDE,Approved Name,DTXSID0040620,Sapropterin dihydrochloride,Cl.Cl.C[C@H](O)[C@H](O)[C@H]1CNC2=C(N1)C(=O)N=C(N)N2
LORCASERIN HYDROCHLORIDE HEMIHYDRATE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
dasatinib,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID50235486,Dasatinib monohydrate,O.CC1=NC(=CC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=N1)N1CCN(CCO)CC1
dasatinib,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID4040979,Dasatinib,CC1=NC(=CC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=N1)N1CCN(CCO)CC1
SECNIDAZOLE,Approved Name,DTXSID3045934,Secnidazole,CC(O)CN1C(C)=NC=C1[N+]([O-])=O
Aspirin,Approved Name,DTXSID5020108,Aspirin,CC(=O)OC1=C(C=CC=C1)C(O)=O
Stiripentol,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID6049068,Stiripentol,CC(C)(C)C(O)C=CC1=CC2=C(OCO2)C=C1
Stiripentol,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID80860609,"(1E)-1-(1,3-Benzodioxol-5-yl)-4,4-dimethyl-1-penten-3-ol",CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1
Cysteamine bitartrate,Approved Name,DTXSID801026168,Cysteamine bitartrate,NCCS.O[C@H]([C@@H](O)C(O)=O)C(O)=O
TETRAFERRIC TRICITRATE DECAHYDRATE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
LEVOTHYROXINE,Approved Name,DTXSID8023214,Levothyroxine,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
ivosidenib,Approved Name,DTXSID801027928,Ivosidenib,FC1=CC(=CN=C1)N([C@H](C(=O)NC1CC(F)(F)C1)C1=CC=CC=C1Cl)C(=O)[C@@H]1CCC(=O)N1C1=CC(=CC=N1)C#N
CROFELEMER,Approved Name,DTXSID50858715,Crofelemer,N/A
MARIBAVIR,Approved Name,DTXSID60170091,Maribavir,CC(C)NC1=NC2=CC(Cl)=C(Cl)C=C2N1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O
ALECTINIB HYDROCHLORIDE,Approved Name,DTXSID10154841,Alectinib hydrochloride,Cl.CCC1=CC2=C(C=C1N1CCC(CC1)N1CCOCC1)C(C)(C)C1=C(C3=C(N1)C=C(C=C3)C#N)C2=O
CENOBAMATE,Approved Name,DTXSID001027948,Cenobamate,NC(=O)O[C@@H](CN1N=CN=N1)C1=CC=CC=C1Cl
CEVIMELINE HYDROCHLORIDE,Approved Name,DTXSID10891421,Cevimeline hydrochloride,Cl.C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1
RELUGOLIX,Searched by Synonym: Found 0 results,N/A,N/A,N/A
CALCIFEDIOL,Approved Name,DTXSID0022721,Calcifediol,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)(C)O
TETRACYCLINE HYDROCHLORIDE,Approved Name,DTXSID6021321,Tetracycline hydrochloride,Cl.CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O
DEUTETRABENAZINE,Approved Name,DTXSID601027934,Deutetrabenazine,[H][C@]12CC(=O)[C@H](CC(C)C)CN1CCC1=C2C=C(OC([2H])([2H])[2H])C(OC([2H])([2H])[2H])=C1
Bedaquiline Fumarate,Approved Name,DTXSID401004837,Bedaquiline fumarate,[H]\C(=C(\[H])C(O)=O)C(O)=O.COC1=NC2=C(C=C(Br)C=C2)C=C1[C@@H](C1=CC=CC=C1)[C@@](O)(CCN(C)C)C1=CC=CC2=C1C=CC=C2
LORLATINIB,Approved Name,DTXSID201027944,Lorlatinib,C[C@H]1OC2=C(N)N=CC(=C2)C2=C(C#N)N(C)N=C2CN(C)C(=O)C2=CC=C(F)C=C12
VILOXAZINE HYDROCHLORIDE,Approved Name,DTXSID8057722,Viloxazine hydrochloride,Cl.CCOC1=C(OCC2CNCCO2)C=CC=C1
ETHIONAMIDE,Approved Name,DTXSID0020577,Ethionamide,CCC1=NC=CC(=C1)C(N)=S
AVACOPAN,Searched by Synonym: Found 0 results,N/A,N/A,N/A
TOFACITINIB CITRATE,Approved Name,DTXSID80202404,Tofacitinib citrate,OC(=O)CC(O)(CC(O)=O)C(O)=O.C[C@@H]1CCN(C[C@@H]1N(C)C1=NC=NC2=C1C=CN2)C(=O)CC#N
MOXIDECTIN,Approved Name,DTXSID5037577,Moxidectin,CO\N=C1/C[C@]2(C[C@@H]3C[C@@H](C\C=C(C)\C[C@@H](C)\C=C\C=C4/CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@@H]([C@H]1C)C(\C)=C\C(C)C
DESVENLAFAXINE,Expert Validated Synonym,DTXSID40869118,O-Desmethylvenlafaxine,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1
pimavanserin tartrate,Approved Name,DTXSID50220958,Pimavanserin tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1.CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1
Venetoclax,Synonym,DTXSID30154863,ABT-199,CC1(C)CCC(CN2CCN(CC2)C2=CC(OC3=CN=C4NC=CC4=C3)=C(C=C2)C(=O)NS(=O)(=O)C2=CC(=C(NCC3CCOCC3)C=C2)[N+]([O-])=O)=C(C1)C1=CC=C(Cl)C=C1
DROSPIRENONE,Approved Name,DTXSID7046465,Drospirenone,[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21
LINACLOTIDE,Approved Name,DTXSID90234256,Linaclotide,C[C@@H](O)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CSSC[C@H](NC(=O)CNC1=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CCC(O)=O)NC3=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N2
MIRABEGRON,Approved Name,DTXSID101021648,Mirabegron,[H]OC([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])N([H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(N([H])C(=O)C([H])([H])C2=C([H])SC(=N2)N([H])[H])C([H])=C1[H]
ERTUGLIFLOZIN PIDOLATE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
galantamine hydrobromide,Approved Name,DTXSID4052768,Galantamine hydrobromide,Br.[H][C@]12C[C@@H](O)C=C3CCN(C)CC4=C([C@@H]13)C(O2)=C(OC)C=C4
OXAPROZIN,Approved Name,DTXSID1045118,Oxaprozin,OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1
REGORAFENIB MONOHYDRATE,Synonym,DTXSID70144349,Regorafenib hydrate,O.CNC(=O)C1=NC=CC(OC2=CC(F)=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1
FERRIC MALTOL,Approved Name,DTXSID10955335,Ferric maltol,[Fe+3].[O-]C1=COC=CC1=O.CC1=C([O-])C(=O)C=CO1.CC1=C([O-])C(=O)C=CO1
NIFURTIMOX,Approved Name,DTXSID3045439,Nifurtimox,CC1CS(=O)(=O)CCN1N=CC1=CC=C(O1)[N+]([O-])=O
PAROXETINE MESYLATE,Expert Validated Synonym,DTXSID10944385,Paroxetine methanesulfonate,CS(O)(=O)=O.FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC=C2OCOC2=C1
vibegron,Approved Name,DTXSID40152299,Vibegron,[H][C@@]1(CC[C@@H](CC2=CC=C(NC(=O)[C@@H]3CCC4=NC=CC(=O)N34)C=C2)N1)[C@H](O)C1=CC=CC=C1
PITAVASTATIN,Approved Name,DTXSID1048384,Pitavastatin,O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=CC=CC=C2N=C1C1CC1)CC(O)=O
IBREXAFUNGERP CITRATE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
METHENAMINE HIPPURATE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
COBICISTAT,Approved Name,DTXSID00143269,Cobicistat,CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1
VERICIGUAT,Approved Name,DTXSID001318361,Vericiguat,COC(=O)NC1=C(N)N=C(N=C1N)C1=NN(CC2=CC=CC=C2F)C2=NC=C(F)C=C12
ENTRECTINIB,Approved Name,DTXSID101026450,Entrectinib,CN1CCN(CC1)C1=CC(NC2CCOCC2)=C(C=C1)C(=O)NC1=NNC2=C1C=C(CC1=CC(F)=CC(F)=C1)C=C2
RIFAXIMIN,Approved Name,DTXSID7045998,Rifaximin,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C1=C2N=C2C=C(C)C=CN12
LACTITOL,Approved Name,DTXSID9044247,Lactitol,[H][C@@](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)([C@H](O)CO)[C@H](O)[C@@H](O)CO
ROSIGLITAZONE MALEATE,Approved Name,DTXSID2023569,Rosiglitazone maleate,OC(=O)\C=C/C(O)=O.CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1
DEFLAZACORT,Approved Name,DTXSID9020378,Deflazacort,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(N=C(C)O2)C(=O)COC(C)=O
telithromycin,Approved Name,DTXSID3046455,Telithromycin,[H][C@@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@]3([H])O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CN=CC=C1
GLASDEGIB,Approved Name,DTXSID201025881,Glasdegib,[H][C@@]1(C[C@@H](CCN1C)NC(=O)NC1=CC=C(C=C1)C#N)C1=NC2=CC=CC=C2N1
NITISINONE,Synonym,DTXSID9042673,"2-(2-Nitro-4-trifluoromethylbenzoyl)-1,3-cyclohexanedione",[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O
CERITINIB,Approved Name,DTXSID10725373,Ceritinib,CC(C)OC1=C(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)C=C(C)C(=C1)C1CCNCC1
diroximel fumarate,Approved Name,DTXSID101026181,Diroximel Fumarate,COC(=O)\C=C\C(=O)OCCN1C(=O)CCC1=O
Dronedarone,Approved Name,DTXSID3048653,Dronedarone,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=CC=C(NS(C)(=O)=O)C=C12
"ESTROGENS, CONJUGATED SYNTHETIC A",Synonym,DTXSID9021186,"Estrogens, conjugated",N/A
QUAZEPAM,Approved Name,DTXSID60190193,Quazepam,FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2
DROXIDOPA,Approved Name,DTXSID6046422,Droxidopa,N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O
IBANDRONATE SODIUM,Approved Name,DTXSID8046618,Ibandronate sodium,[Na+].CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)([O-])=O
pitavastatin calcium,Approved Name,DTXSID4046448,Pitavastatin calcium,[Ca++].O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=C(C=CC=C2)N=C1C1CC1)CC([O-])=O.O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=C(C=CC=C2)N=C1C1CC1)CC([O-])=O
baricitinib,Approved Name,DTXSID30152228,Baricitinib,CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1
LONAFARNIB,Approved Name,DTXSID90172927,Lonafarnib,NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2C3=C(CCC4=C2C(Br)=CC(Cl)=C4)C=C(Br)C=N3)CC1
VORAPAXAR SULFATE,Approved Name,DTXSID60990731,Vorapaxar sulfate,OS(O)(=O)=O.[H][C@@]12C[C@]3([H])C[C@@H](CC[C@@]3([H])[C@H](\C=C\C3=CC=C(C=N3)C3=CC(F)=CC=C3)[C@]1([H])[C@@H](C)OC2=O)NC(=O)OCC
MIDOSTAURIN,Expert Validated Synonym,DTXSID40923522,4'-N-Benzoylstaurosporine,[H][C@]12O[C@](C)(N3C4=CC=CC=C4C4=C5CN=C(O)C5=C5C6=CC=CC=C6N1C5=C34)[C@](C)(OC)[C@]2([H])N(C)C(=O)C1=CC=CC=C1
ACALABRUTINIB,Approved Name,DTXSID401026209,Acalabrutinib,CC#CC(=O)N1CCC[C@H]1C1=NC(=C2N1C=CN=C2N)C1=CC=C(C=C1)C(=O)NC1=CC=CC=N1
CITALOPRAM HYDROBROMIDE,Approved Name,DTXSID40872344,Citalopram hydrobromide,Br.CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
brigatinib,Approved Name,DTXSID501027929,Brigatinib,COC1=C(NC2=NC=C(Cl)C(NC3=C(C=CC=C3)P(C)(C)=O)=N2)C=CC(=C1)N1CCC(CC1)N1CCN(C)CC1
PANOBINOSTAT LACTATE,Approved Name,DTXSID401026247,Panobinostat lactate,CC(O)C(O)=O.CC1=C(CCNCC2=CC=C(\C=C\C(=O)NO)C=C2)C2=CC=CC=C2N1
niraparib,Approved Name,DTXSID50146129,Niraparib,NC(=O)C1=CC=CC2=CN(N=C12)C1=CC=C(C=C1)[C@@H]1CCCNC1
empagliflozin,Approved Name,DTXSID601026093,Empagliflozin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC(CC2=CC=C(O[C@H]3CCOC3)C=C2)=C(Cl)C=C1
PERAMPANEL,Approved Name,DTXSID80191501,Perampanel,O=C1N(C=C(C=C1C1=CC=CC=C1C#N)C1=CC=CC=N1)C1=CC=CC=C1
TICAGRELOR,Approved Name,DTXSID901009337,Ticagrelor,CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=N1
AVATROMBOPAG MALEATE,Approved Name,DTXSID001027855,Avatrombopag maleate,[H]\C(=C(/[H])C(O)=O)C(O)=O.OC(=O)C1CCN(CC1)C1=C(Cl)C=C(C=N1)C(=O)NC1=NC(C2=CC(Cl)=CS2)=C(S1)N1CCN(CC1)C1CCCCC1
PALBOCICLIB,Approved Name,DTXSID40972590,Palbociclib,CC(=O)C1=C(C)C2=CN=C(NC3=NC=C(C=C3)N3CCNCC3)N=C2N(C2CCCC2)C1=O
FINGOLIMOD HYDROCHLORIDE,Approved Name,DTXSID00167364,Fingolimod hydrochloride,Cl.CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1
LAPATINIB DITOSYLATE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
CHOLIC ACID,Approved Name,DTXSID6040660,Cholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(O)=O
AMILORIDE HYDROCHLORIDE,Approved Name,DTXSID2024452,Amiloride hydrochloride,Cl.NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N
TENOFOVIR ALAFENAMIDE FUMARATE,Approved Name,DTXSID401027740,Tenofovir alafenamide fumarate,OC(=O)\C=C\C(O)=O.CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)CN1C=NC2=C(N)N=CN=C12)OC1=CC=CC=C1.CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)CN1C=NC2=C(N)N=CN=C12)OC1=CC=CC=C1
umbralisib tosylate,Searched by Synonym: Found 0 results,N/A,N/A,N/A
